gene	s_10	s_11	s_12	s_13	s_2	s_20	s_21	s_22	s_25	s_26	s_27	s_29	s_3	s_30	s_4	s_5	s_9
pcif1	9.61858813500997	9.4364296925282	9.64939242912108	9.78907194586413	9.47373454055774	9.53627290504653	9.15962487618354	9.50557096499858	9.84364726278895	10.2331509015023	9.59304709272467	9.82791174106867	9.50605252984796	9.90844068565075	9.25555994780041	9.62663503239433	9.48134977458281
pcmtd1	9.58658624464235	9.77435955565309	9.76798757741961	10.1443322329254	9.72895465386546	10.3861310800697	9.79715786568493	9.72143181132839	10.2191336277975	10.3537699009077	9.99823001510969	10.1865797834589	9.78384510334802	10.2665938376746	9.60282492365975	9.76187970274341	9.99683685273243
pdgfra	9.0007547937718	9.02643500951697	9.0073107960977	8.50177932930185	8.3383746613615	9.43694893259389	9.42088944917032	9.41717541247524	8.78817147641894	9.3379121326278	9.16798949036987	9.01402990565617	8.45055143562886	9.3631954220517	8.65531473743737	8.58720791566459	9.08779506574267
pdzrn3	9.78220756931853	9.30341875753933	9.83160382796586	9.70203276161138	9.43770107323462	9.60245950627904	9.88548621180337	9.86038881259378	9.51522297807669	10.2143897009067	10.1026430994963	10.0314991836566	9.48468914257084	9.88227965595299	9.50447405404008	9.50301513974541	9.68864153766346
per2	9.20779825484242	9.5786879282791	9.60089586888247	9.55286248661773	9.46122562909767	10.3598474713135	10.0789056267382	9.86474864375558	10.193484499503	9.97154167843152	10.188336983095	10.1629686891354	9.63853688839968	10.3888362412975	9.76824017496406	9.7142940520523	9.75860057694941
pex11g	7.3015040767238	7.16419892035749	7.50920786324334	7.38949411340807	7.20979859325682	7.3117462704307	7.25575084954329	7.31294594882363	7.39914172754635	7.62432444500144	7.41298349679338	7.53834881462002	7.01883845552287	7.61328520926799	7.00838263461941	7.28530758519691	7.24084563128853
pi4k2b	8.8947776889536	8.89799258041432	8.69621805112302	8.95712135412567	9.11807574439754	8.73506445627416	8.94254372548394	8.7748696050379	8.79542137165898	8.40094556306136	8.74955399560204	8.78768338195241	9.03290854152648	8.66910197452674	9.06276956523097	9.06068638559738	9.09616077691621
pip4p1	9.25324321609864	9.49464412973867	9.54501554337311	9.54058336666514	9.30592893034779	9.59344751640417	9.60057927686688	9.54236646698491	9.59175720102164	9.69957592360072	9.61452152513981	9.50334467803514	9.42271132124491	9.57633984464624	9.1950793814709	9.37887884467313	9.47282846389069
pknox2	6.64530218710656	8.42342987947409	6.68007813237789	7.19256494157544	6.64087145693604	7.09725125248894	6.78578262388799	7.16861668213608	6.48223894441626	6.57098282385011	6.33812146839775	6.1717799053495	7.21680386422441	6.46905404119457	7.00838263461941	7.23353507316357	7.49420551704991
pld4	8.7193362055405	9.24608052172934	8.16740121987253	8.54141808101418	9.01153052209763	8.40590111260317	8.60813899322767	8.62407267892679	8.54706826114333	7.71044302202302	8.43680326062636	8.41857341154696	9.17093337199009	8.43466390425939	9.03476890959105	8.74017142572501	8.51739141945975
plpp3	9.12727387342571	9.01547559192429	8.88006513815954	8.94915001111015	8.90169013745977	8.81523098219633	8.93424345136476	8.80867026536939	8.77355955461499	8.53962178890219	8.82560771091153	8.80144031483002	9.06212846608788	8.87347637970358	9.30840697853391	9.19531185641085	8.76594984321966
